Winkelposition, Messreihe #2
Zeit ( s )	Winkelposition ( rad )
0,0000	-1,902
0,0010	-1,887
0,0020	-1,868
0,0030	-1,849
0,0040	-1,828
0,0050	-1,806
0,0060	-1,781
0,0070	-1,755
0,0080	-1,725
0,0090	-1,695
0,0100	-1,665
0,0110	-1,635
0,0120	-1,602
0,0130	-1,569
0,0140	-1,533
0,0150	-1,497
0,0160	-1,459
0,0170	-1,420
0,0180	-1,382
0,0190	-1,343
0,0200	-1,304
0,0210	-1,261
0,0220	-1,221
0,0230	-1,177
0,0240	-1,134
0,0250	-1,093
0,0260	-1,051
0,0270	-1,008
0,0280	-0,964
0,0290	-0,920
0,0300	-0,877
0,0310	-0,833
0,0320	-0,790
0,0330	-0,748
0,0340	-0,707
0,0350	-0,666
0,0360	-0,627
0,0370	-0,584
0,0380	-0,543
0,0390	-0,504
0,0400	-0,467
0,0410	-0,430
0,0420	-0,394
0,0430	-0,361
0,0440	-0,327
0,0450	-0,295
0,0460	-0,262
0,0470	-0,232
0,0480	-0,203
0,0490	-0,176
0,0500	-0,151
0,0510	-0,127
0,0520	-0,105
0,0530	-0,085
0,0540	-0,064
0,0550	-0,047
0,0560	-0,031
0,0570	-0,016
0,0580	-0,005
0,0590	0,006
0,0600	0,016
0,0610	0,024
0,0620	0,028
0,0630	0,031
0,0640	0,035
0,0650	0,035
0,0660	0,033
0,0670	0,031
0,0680	0,027
0,0690	0,020
0,0700	0,013
0,0710	0,002
0,0720	-0,011
0,0730	-0,025
0,0740	-0,041
0,0750	-0,057
0,0760	-0,075
0,0770	-0,096
0,0780	-0,119
0,0790	-0,143
0,0800	-0,168
0,0810	-0,195
0,0820	-0,223
0,0830	-0,253
0,0840	-0,283
0,0850	-0,316
0,0860	-0,349
0,0870	-0,383
0,0880	-0,419
0,0890	-0,457
0,0900	-0,495
0,0910	-0,533
0,0920	-0,572
0,0930	-0,613
0,0940	-0,653
0,0950	-0,694
0,0960	-0,737
0,0970	-0,779
0,0980	-0,822
0,0990	-0,864
0,1000	-0,908
0,1010	-0,950
0,1020	-0,993
0,1030	-1,037
0,1040	-1,081
0,1050	-1,123
0,1060	-1,166
0,1070	-1,206
0,1080	-1,249
0,1090	-1,290
0,1100	-1,330
0,1110	-1,371
0,1120	-1,411
0,1130	-1,448
0,1140	-1,486
0,1150	-1,521
0,1160	-1,557
0,1170	-1,591
0,1180	-1,624
0,1190	-1,657
0,1200	-1,687
0,1210	-1,717
0,1220	-1,745
0,1230	-1,770
0,1240	-1,795
0,1250	-1,819
0,1260	-1,841
0,1270	-1,863
0,1280	-1,882
0,1290	-1,899
0,1300	-1,915
0,1310	-1,927
0,1320	-1,940
0,1330	-1,949
0,1340	-1,959
0,1350	-1,965
0,1360	-1,971
0,1370	-1,974
0,1380	-1,976
0,1390	-1,976
0,1400	-1,976
0,1410	-1,973
0,1420	-1,970
0,1430	-1,963
0,1440	-1,956
0,1450	-1,946
0,1460	-1,934
0,1470	-1,920
0,1480	-1,904
0,1490	-1,887
0,1500	-1,869
0,1510	-1,850
0,1520	-1,828
0,1530	-1,806
0,1540	-1,781
0,1550	-1,753
0,1560	-1,725
0,1570	-1,696
0,1580	-1,667
0,1590	-1,635
0,1600	-1,604
0,1610	-1,569
0,1620	-1,535
0,1630	-1,497
0,1640	-1,459
0,1650	-1,422
0,1660	-1,382
0,1670	-1,343
0,1680	-1,304
0,1690	-1,263
0,1700	-1,221
0,1710	-1,178
0,1720	-1,136
0,1730	-1,093
0,1740	-1,051
0,1750	-1,008
0,1760	-0,966
0,1770	-0,922
0,1780	-0,878
0,1790	-0,834
0,1800	-0,792
0,1810	-0,749
0,1820	-0,708
0,1830	-0,666
0,1840	-0,627
0,1850	-0,586
0,1860	-0,545
0,1870	-0,506
0,1880	-0,468
0,1890	-0,430
0,1900	-0,396
0,1910	-0,361
0,1920	-0,328
0,1930	-0,295
0,1940	-0,262
0,1950	-0,232
0,1960	-0,204
0,1970	-0,176
0,1980	-0,151
0,1990	-0,127
0,2000	-0,105
0,2010	-0,085
0,2020	-0,064
0,2030	-0,047
0,2040	-0,031
0,2050	-0,016
0,2060	-0,003
0,2070	0,006
0,2080	0,016
0,2090	0,022
0,2100	0,028
0,2110	0,031
0,2120	0,035
0,2130	0,035
0,2140	0,035
0,2150	0,031
0,2160	0,027
0,2170	0,020
0,2180	0,013
0,2190	0,002
0,2200	-0,011
0,2210	-0,024
0,2220	-0,039
0,2230	-0,057
0,2240	-0,075
0,2250	-0,096
0,2260	-0,118
0,2270	-0,143
0,2280	-0,168
0,2290	-0,195
0,2300	-0,223
0,2310	-0,251
0,2320	-0,283
0,2330	-0,314
0,2340	-0,349
0,2350	-0,383
0,2360	-0,419
0,2370	-0,456
0,2380	-0,493
0,2390	-0,533
0,2400	-0,572
0,2410	-0,611
0,2420	-0,652
0,2430	-0,694
0,2440	-0,735
0,2450	-0,778
0,2460	-0,822
0,2470	-0,864
0,2480	-0,906
0,2490	-0,950
0,2500	-0,993
0,2510	-1,037
0,2520	-1,079
0,2530	-1,123
0,2540	-1,166
0,2550	-1,206
0,2560	-1,249
0,2570	-1,290
0,2580	-1,330
0,2590	-1,370
0,2600	-1,409
0,2610	-1,448
0,2620	-1,486
0,2630	-1,521
0,2640	-1,557
0,2650	-1,591
0,2660	-1,624
0,2670	-1,656
0,2680	-1,687
0,2690	-1,717
0,2700	-1,745
0,2710	-1,770
0,2720	-1,795
0,2730	-1,821
0,2740	-1,843
0,2750	-1,863
0,2760	-1,882
0,2770	-1,899
0,2780	-1,913
0,2790	-1,927
0,2800	-1,940
0,2810	-1,949
0,2820	-1,959
0,2830	-1,967
0,2840	-1,971
0,2850	-1,974
0,2860	-1,976
0,2870	-1,976
0,2880	-1,976
0,2890	-1,973
0,2900	-1,970
0,2910	-1,963
0,2920	-1,956
0,2930	-1,946
0,2940	-1,934
0,2950	-1,921
0,2960	-1,904
0,2970	-1,887
0,2980	-1,869
0,2990	-1,849
0,3000	-1,828
0,3010	-1,806
0,3020	-1,781
0,3030	-1,755
0,3040	-1,726
0,3050	-1,696
0,3060	-1,665
0,3070	-1,635
0,3080	-1,602
0,3090	-1,569
0,3100	-1,533
0,3110	-1,497
0,3120	-1,459
0,3130	-1,422
0,3140	-1,382
0,3150	-1,343
0,3160	-1,304
0,3170	-1,263
0,3180	-1,221
0,3190	-1,178
0,3200	-1,136
0,3210	-1,093
0,3220	-1,051
0,3230	-1,008
0,3240	-0,966
0,3250	-0,922
0,3260	-0,878
0,3270	-0,834
0,3280	-0,792
0,3290	-0,749
0,3300	-0,708
0,3310	-0,668
0,3320	-0,627
0,3330	-0,586
0,3340	-0,545
0,3350	-0,506
0,3360	-0,467
0,3370	-0,430
0,3380	-0,396
0,3390	-0,361
0,3400	-0,328
0,3410	-0,295
0,3420	-0,264
0,3430	-0,232
0,3440	-0,204
0,3450	-0,176
0,3460	-0,151
0,3470	-0,129
0,3480	-0,105
0,3490	-0,085
0,3500	-0,066
0,3510	-0,047
0,3520	-0,031
0,3530	-0,017
0,3540	-0,005
0,3550	0,006
0,3560	0,016
0,3570	0,022
0,3580	0,028
0,3590	0,031
0,3600	0,035
0,3610	0,035
0,3620	0,035
0,3630	0,031
0,3640	0,027
0,3650	0,020
0,3660	0,013
0,3670	0,002
0,3680	-0,011
0,3690	-0,025
0,3700	-0,039
0,3710	-0,057
0,3720	-0,075
0,3730	-0,096
0,3740	-0,118
0,3750	-0,143
0,3760	-0,168
0,3770	-0,195
0,3780	-0,223
0,3790	-0,251
0,3800	-0,283
0,3810	-0,314
0,3820	-0,349
0,3830	-0,383
0,3840	-0,419
0,3850	-0,456
0,3860	-0,493
0,3870	-0,533
0,3880	-0,572
0,3890	-0,611
0,3900	-0,652
0,3910	-0,693
0,3920	-0,735
0,3930	-0,778
0,3940	-0,820
0,3950	-0,864
0,3960	-0,906
0,3970	-0,949
0,3980	-0,993
0,3990	-1,035
0,4000	-1,079
0,4010	-1,122
0,4020	-1,164
0,4030	-1,206
0,4040	-1,247
0,4050	-1,288
0,4060	-1,330
0,4070	-1,370
0,4080	-1,409
0,4090	-1,447
0,4100	-1,484
0,4110	-1,521
0,4120	-1,555
0,4130	-1,590
0,4140	-1,624
0,4150	-1,656
0,4160	-1,687
0,4170	-1,715
0,4180	-1,744
0,4190	-1,770
0,4200	-1,795
0,4210	-1,819
0,4220	-1,841
0,4230	-1,863
0,4240	-1,882
0,4250	-1,898
0,4260	-1,913
0,4270	-1,927
0,4280	-1,938
0,4290	-1,949
