Beleuchtungsstärke vs Winkelposition, Messreihe #1
Winkelposition ( rad )	Beleuchtungsstärke ( lux )
-0,006	3,9
-0,009	3,7
-0,011	4,0
-0,013	3,9
-0,014	3,7
-0,014	4,0
-0,014	3,9
-0,014	3,8
-0,014	4,0
-0,014	3,9
-0,014	3,8
-0,013	4,0
-0,013	3,9
-0,013	3,8
-0,011	3,7
-0,009	3,9
-0,008	3,8
-0,006	3,7
-0,005	4,0
-0,005	3,8
-0,005	3,7
-0,005	4,0
-0,005	3,9
-0,005	3,7
-0,005	4,0
-0,003	3,9
-0,002	3,8
0,000	4,0
0,002	3,9
0,002	3,8
0,002	4,0
0,002	3,9
0,000	3,8
0,000	4,0
-0,002	3,9
-0,003	3,8
-0,005	3,7
-0,003	4,0
0,013	3,8
0,046	3,7
0,079	4,0
0,105	3,9
0,112	3,7
0,093	4,0
0,063	3,9
0,039	3,8
0,031	4,0
0,038	3,9
0,047	3,8
0,049	4,0
0,041	3,9
0,031	3,8
0,028	4,0
0,030	3,9
0,035	3,8
0,038	4,0
0,036	4,0
0,035	3,8
0,033	3,7
0,035	4,0
0,036	3,9
0,035	3,7
0,031	4,0
0,031	3,9
0,031	3,7
0,033	4,0
0,033	3,9
0,033	3,8
0,035	4,0
0,036	3,9
0,036	3,8
0,036	4,0
0,036	3,9
0,035	3,8
0,031	4,0
0,022	3,9
0,008	3,8
-0,002	3,7
-0,002	3,9
0,006	3,8
0,013	3,7
0,009	4,0
-0,002	3,9
-0,009	3,7
-0,009	4,0
-0,006	3,9
-0,002	3,7
-0,005	4,0
-0,011	3,9
-0,014	3,8
-0,013	4,0
-0,006	3,9
0,002	3,8
0,003	4,0
0,003	3,9
0,000	3,8
-0,003	3,9
-0,006	4,0
-0,009	3,8
-0,011	3,7
-0,011	4,0
-0,014	3,9
-0,016	3,7
-0,020	4,0
-0,025	3,9
-0,028	3,8
-0,031	4,0
-0,033	3,9
-0,035	3,8
-0,036	4,0
-0,039	3,9
-0,041	3,8
-0,042	4,0
-0,042	3,9
-0,042	3,8
-0,041	3,9
-0,041	4,0
-0,041	3,8
-0,041	3,7
-0,041	4,0
-0,041	3,9
-0,042	3,7
-0,046	4,0
-0,049	3,9
-0,053	3,8
-0,058	4,0
-0,061	3,9
-0,064	3,8
-0,068	4,0
-0,069	3,9
-0,071	3,8
-0,072	4,0
-0,074	3,9
-0,077	3,8
-0,079	3,9
-0,080	4,0
-0,080	3,8
-0,082	3,7
-0,085	4,0
-0,088	3,9
-0,091	3,7
-0,091	4,0
-0,091	3,9
-0,091	3,8
-0,091	4,0
-0,093	3,9
-0,094	3,8
-0,094	4,0
-0,096	3,9
-0,097	3,8
-0,097	4,0
-0,097	3,9
-0,097	3,8
-0,101	3,9
-0,105	4,0
-0,112	3,8
-0,115	3,9
-0,116	4,0
-0,116	3,9
-0,119	3,7
-0,124	4,0
-0,129	3,9
-0,132	3,8
-0,134	4,0
-0,134	3,9
-0,135	3,8
-0,140	4,0
-0,146	3,9
-0,151	3,8
-0,152	4,0
-0,154	3,9
-0,156	3,8
-0,159	3,9
-0,162	4,0
-0,165	3,8
-0,167	3,9
-0,167	4,0
-0,168	3,9
-0,168	3,7
-0,171	4,0
-0,173	3,9
-0,173	3,8
-0,173	4,0
-0,174	3,9
-0,174	3,8
-0,176	4,0
-0,178	3,9
-0,178	3,8
-0,178	4,0
-0,179	3,9
-0,179	3,8
-0,179	3,9
-0,179	4,0
-0,179	3,8
-0,179	3,9
-0,181	4,0
-0,181	3,9
-0,181	3,9
-0,181	4,0
-0,181	3,9
-0,181	3,8
-0,181	4,0
-0,181	3,9
-0,181	3,8
-0,182	4,0
-0,182	3,9
-0,182	3,8
-0,182	4,0
-0,182	3,9
-0,182	3,8
-0,182	3,9
-0,182	4,0
-0,184	3,8
-0,184	3,9
-0,187	4,0
-0,188	3,9
-0,190	3,9
-0,193	4,0
-0,193	3,9
-0,195	3,9
-0,198	4,0
-0,199	3,9
-0,203	3,8
-0,204	4,0
-0,206	3,9
-0,206	3,8
-0,207	4,0
-0,209	3,9
-0,212	3,8
-0,214	3,9
-0,217	3,9
-0,220	3,8
-0,221	3,9
-0,223	4,0
-0,228	3,9
-0,232	3,9
-0,237	4,0
-0,240	3,9
-0,242	3,9
-0,242	4,0
-0,245	3,9
-0,250	3,8
-0,251	4,0
-0,253	3,9
-0,253	3,8
-0,253	4,0
-0,253	3,9
-0,254	3,8
-0,256	3,9
-0,258	4,0
-0,261	3,8
-0,262	3,9
-0,265	4,0
-0,267	3,9
-0,270	3,9
-0,272	4,0
-0,272	3,9
-0,273	3,9
-0,275	4,0
-0,278	3,9
-0,280	3,8
-0,281	4,0
-0,281	3,9
-0,281	3,8
-0,283	3,9
-0,286	3,9
-0,287	3,8
-0,289	3,9
-0,291	3,9
-0,292	3,8
-0,295	3,9
-0,297	4,0
-0,298	3,8
-0,300	3,9
-0,303	4,0
-0,305	3,9
-0,306	3,9
-0,308	4,0
-0,309	3,9
-0,313	3,9
-0,317	3,9
-0,320	3,9
-0,324	3,8
-0,327	3,9
-0,328	3,9
-0,331	3,8
-0,335	3,9
-0,338	3,9
-0,341	3,8
-0,342	3,9
-0,344	3,9
-0,347	3,8
-0,350	3,9
-0,352	3,9
-0,353	3,9
-0,355	3,9
-0,357	4,0
-0,358	3,9
-0,361	3,9
-0,363	4,0
-0,364	3,9
-0,366	3,8
-0,368	3,9
-0,369	3,9
-0,371	3,8
-0,372	3,9
-0,374	3,9
-0,375	3,8
-0,377	3,9
-0,379	3,9
-0,380	3,8
-0,382	3,9
-0,383	3,9
-0,385	3,9
-0,386	3,9
-0,388	4,0
-0,390	3,9
-0,391	3,9
-0,393	3,9
-0,394	3,9
-0,396	3,8
-0,399	3,9
-0,401	3,9
-0,402	3,8
-0,404	3,9
-0,405	3,9
-0,407	3,8
-0,407	3,9
-0,408	3,9
-0,410	3,9
-0,412	3,9
-0,413	4,0
-0,415	3,9
-0,416	3,9
-0,418	4,0
-0,418	3,9
-0,418	3,9
-0,419	4,0
-0,423	3,9
-0,427	3,8
-0,430	3,9
-0,432	3,9
-0,432	3,8
-0,432	3,9
-0,434	3,9
-0,435	3,8
-0,437	3,9
-0,437	3,9
-0,437	3,8
-0,437	3,9
-0,438	4,0
-0,438	3,9
-0,440	3,9
-0,440	4,0
-0,441	3,9
-0,441	3,9
-0,443	4,0
-0,445	3,9
-0,446	3,9
-0,449	4,0
-0,451	3,9
-0,452	3,8
-0,454	3,9
-0,454	3,9
-0,456	3,8
-0,457	3,9
-0,460	3,9
-0,460	3,8
-0,462	3,9
-0,463	3,9
-0,465	3,8
-0,465	3,9
-0,467	3,9
-0,468	3,8
-0,470	3,9
-0,470	4,0
-0,471	3,9
-0,473	3,9
-0,474	3,9
-0,476	3,9
-0,476	3,8
-0,478	3,9
-0,481	3,9
-0,482	3,8
-0,484	3,9
-0,485	3,9
-0,487	3,8
-0,490	3,9
-0,493	3,9
-0,496	3,8
-0,500	3,9
-0,501	3,9
-0,503	3,8
-0,504	3,9
-0,507	3,9
-0,511	3,9
-0,514	3,9
-0,517	3,9
-0,517	3,9
-0,517	3,8
-0,517	3,9
-0,518	3,9
-0,523	3,8
-0,526	3,9
-0,529	3,9
-0,533	3,8
-0,534	3,9
-0,536	3,9
-0,539	3,8
-0,542	3,9
-0,547	3,9
-0,550	3,9
-0,553	3,9
-0,554	3,9
-0,556	3,9
-0,558	3,9
-0,561	3,9
-0,562	3,9
-0,564	3,8
-0,564	3,9
-0,564	3,9
-0,565	3,8
-0,567	3,9
-0,569	3,9
-0,572	3,8
-0,572	3,9
-0,573	3,9
-0,575	3,8
-0,575	3,9
-0,576	3,9
-0,580	3,8
-0,581	3,9
-0,581	3,9
-0,583	3,9
-0,584	3,9
-0,586	4,0
-0,587	3,9
-0,591	3,8
-0,592	3,9
-0,595	3,9
-0,597	3,8
-0,600	3,9
-0,603	3,9
-0,605	3,8
-0,608	3,9
-0,611	3,9
-0,613	3,8
-0,616	3,9
-0,617	3,9
-0,620	3,8
-0,622	3,9
-0,624	3,9
-0,625	3,9
-0,627	3,9
-0,627	3,9
-0,628	3,9
-0,630	3,8
-0,631	3,9
-0,633	3,9
-0,635	3,8
-0,635	3,9
-0,635	3,9
-0,635	3,8
-0,635	3,9
-0,636	3,9
-0,636	3,8
-0,638	3,9
-0,638	3,9
-0,638	3,8
-0,638	3,9
-0,639	3,9
-0,641	3,9
-0,642	3,9
-0,642	3,9
-0,642	3,9
-0,642	3,9
-0,642	3,9
-0,642	3,9
-0,642	3,8
-0,642	3,9
-0,644	3,9
-0,644	3,8
-0,644	3,9
-0,646	3,9
-0,646	3,8
-0,647	3,9
-0,647	3,9
-0,647	3,8
-0,647	3,9
-0,647	3,9
-0,649	3,7
-0,649	3,9
-0,649	3,9
-0,650	3,9
-0,650	3,9
-0,652	3,9
-0,652	3,9
-0,652	3,8
-0,653	3,9
-0,653	3,9
-0,653	3,8
-0,653	3,9
-0,655	3,9
-0,655	3,8
-0,657	3,9
-0,657	3,9
-0,658	3,8
-0,658	3,9
-0,660	3,9
-0,660	3,7
-0,660	3,9
-0,661	4,0
-0,661	3,9
-0,663	3,9
-0,663	3,9
-0,663	3,9
-0,664	3,8
-0,664	3,9
-0,666	3,9
-0,666	3,8
-0,666	3,9
-0,666	3,9
-0,668	3,8
-0,669	3,9
-0,669	3,9
-0,671	3,8
-0,671	3,9
-0,672	3,9
-0,672	3,7
-0,674	3,9
-0,675	3,9
-0,675	3,7
-0,677	3,8
-0,679	3,9
-0,680	3,9
-0,682	3,8
-0,683	3,9
-0,685	3,9
-0,686	3,8
-0,688	3,9
-0,690	3,9
-0,691	3,8
-0,693	3,9
-0,694	3,9
-0,697	3,8
-0,699	3,9
-0,702	3,9
-0,704	3,7
-0,704	3,9
-0,705	3,9
-0,707	3,7
-0,708	3,9
-0,710	3,9
-0,710	3,7
-0,712	3,8
-0,713	3,9
-0,716	3,9
-0,719	3,8
-0,723	3,9
-0,724	3,9
-0,726	3,8
-0,727	3,9
-0,729	3,9
-0,732	3,8
-0,735	3,9
-0,738	3,9
-0,743	3,7
-0,746	3,9
-0,748	3,9
-0,748	3,7
-0,749	3,9
-0,752	3,9
-0,754	3,7
-0,757	3,8
-0,759	3,9
-0,759	3,7
-0,759	3,8
-0,760	3,9
-0,760	3,9
-0,762	3,8
-0,763	3,9
-0,765	3,9
-0,765	3,8
-0,767	3,9
-0,768	3,9
-0,770	3,7
-0,773	3,9
-0,774	3,9
-0,776	3,7
-0,778	3,8
-0,779	3,9
-0,781	3,7
-0,784	3,8
-0,785	3,9
-0,789	3,9
-0,792	3,8
-0,793	3,9
-0,796	3,9
-0,800	3,8
-0,803	3,9
-0,806	3,9
-0,809	3,8
-0,812	3,9
-0,814	3,9
-0,817	3,7
-0,820	3,9
-0,822	3,9
-0,825	3,7
-0,825	3,9
-0,826	3,9
-0,828	3,7
-0,828	3,8
-0,829	3,9
-0,831	3,7
-0,831	3,8
-0,831	3,9
-0,831	3,7
-0,831	3,8
-0,831	3,9
-0,831	3,9
-0,831	3,8
-0,831	3,9
-0,833	3,9
-0,836	3,7
-0,837	3,9
-0,839	3,9
-0,839	3,7
-0,840	3,9
-0,840	3,9
-0,844	3,7
-0,845	3,8
-0,848	3,9
-0,848	3,7
-0,848	3,8
-0,848	3,9
-0,848	3,7
-0,850	3,8
-0,851	3,9
-0,851	3,9
-0,853	3,8
-0,853	3,9
-0,855	3,9
-0,855	3,7
-0,856	3,9
-0,856	3,9
-0,856	3,7
-0,858	3,8
-0,858	3,9
-0,859	3,7
-0,859	3,8
-0,861	3,9
-0,862	3,7
-0,864	3,8
-0,866	3,9
-0,866	3,7
-0,867	3,8
-0,867	3,9
-0,867	3,9
-0,869	3,7
-0,869	3,9
-0,870	3,9
-0,870	3,7
-0,872	3,9
-0,872	3,9
-0,873	3,7
-0,873	3,8
-0,875	3,9
-0,877	3,7
-0,877	3,8
-0,877	3,9
-0,878	3,7
-0,878	3,8
-0,880	3,9
-0,880	3,7
-0,881	3,8
-0,881	3,9
-0,883	3,7
-0,883	3,7
-0,884	3,9
-0,886	3,9
-0,888	3,7
-0,889	3,9
-0,891	3,9
-0,892	3,7
-0,895	3,8
-0,897	3,9
-0,898	3,7
-0,900	3,8
-0,903	3,9
-0,905	3,7
-0,906	3,8
-0,909	3,9
-0,911	3,7
-0,913	3,8
-0,914	3,9
-0,916	3,7
-0,917	3,7
-0,919	3,9
-0,922	3,9
-0,925	3,7
-0,928	3,8
-0,931	3,9
-0,933	3,7
-0,935	3,8
-0,936	3,9
-0,936	3,7
-0,939	3,8
-0,944	3,9
-0,947	3,7
-0,949	3,8
-0,950	3,9
-0,952	3,7
-0,953	3,8
-0,955	3,9
-0,955	3,7
-0,957	3,7
-0,957	3,9
-0,958	3,9
-0,960	3,7
-0,961	3,9
-0,963	3,9
-0,966	3,7
-0,968	3,8
-0,969	3,9
-0,972	3,7
-0,975	3,8
-0,979	3,9
-0,980	3,7
-0,982	3,8
-0,983	3,9
-0,986	3,7
-0,990	3,8
-0,993	3,9
-0,996	3,7
-0,999	3,7
-1,001	3,9
-1,005	3,7
-1,010	3,7
-1,013	3,9
-1,016	3,9
-1,018	3,7
-1,019	3,8
-1,021	3,9
-1,023	3,7
-1,026	3,8
-1,027	3,9
-1,029	3,7
-1,029	3,8
-1,029	3,9
-1,030	3,7
-1,030	3,8
-1,032	3,9
-1,034	3,7
-1,035	3,7
-1,037	3,9
-1,037	3,7
-1,040	3,7
-1,043	3,9
-1,045	3,9
-1,046	3,7
-1,046	3,8
-1,046	3,9
-1,048	3,7
-1,049	3,8
-1,051	3,9
-1,052	3,7
-1,052	3,8
-1,052	3,9
-1,054	3,7
-1,056	3,8
-1,057	3,9
-1,057	3,7
-1,059	3,8
-1,059	3,9
-1,060	3,7
-1,060	3,7
-1,062	3,9
-1,063	3,7
-1,065	3,7
-1,065	3,9
-1,067	3,9
-1,067	3,7
-1,068	3,8
-1,068	3,9
-1,070	3,7
-1,070	3,8
-1,070	3,9
-1,071	3,7
-1,071	3,8
-1,073	3,9
-1,073	3,7
-1,073	3,8
-1,073	3,9
-1,074	3,7
-1,074	3,7
-1,074	3,9
-1,074	3,7
-1,074	3,7
-1,076	3,8
-1,076	3,7
-1,076	3,7
-1,076	3,8
-1,078	3,9
-1,079	3,7
-1,079	3,8
-1,081	3,9
-1,081	3,7
-1,081	3,8
-1,081	3,9
-1,082	3,7
-1,084	3,8
-1,085	3,9
-1,087	3,7
-1,089	3,7
-1,090	3,9
-1,092	3,7
-1,096	3,7
-1,100	3,8
-1,103	3,7
-1,104	3,7
-1,106	3,8
-1,107	3,9
-1,109	3,7
-1,111	3,8
-1,112	3,9
