Beleuchtungsstärke vs Winkelposition, Messreihe #1
Winkelposition ( rad )	Beleuchtungsstärke ( lux )
0,000	3,4
0,000	3,6
0,002	3,3
0,003	3,4
0,003	3,5
0,005	3,3
0,005	3,4
0,005	3,5
0,005	3,4
0,005	3,4
0,005	3,5
0,005	3,4
0,005	3,4
0,005	3,5
0,005	3,6
0,003	3,3
0,003	3,4
0,003	3,6
0,005	3,3
0,005	3,4
0,006	3,5
0,009	3,3
0,009	3,4
0,009	3,5
0,008	3,3
0,008	3,4
0,008	3,5
0,009	3,6
0,011	3,3
0,011	3,4
0,011	3,6
0,013	3,3
0,013	3,4
0,014	3,5
0,019	3,3
0,025	3,4
0,038	3,5
0,055	3,3
0,069	3,4
0,074	3,5
0,072	3,3
0,072	3,3
0,079	3,5
0,094	3,6
0,110	3,3
0,123	3,4
0,130	3,6
0,135	3,3
0,140	3,4
0,148	3,5
0,159	3,3
0,168	3,4
0,168	3,5
0,154	3,3
0,127	3,4
0,099	3,5
0,069	3,6
0,041	3,3
0,017	3,4
0,009	3,6
0,020	3,3
0,042	3,4
0,057	3,5
0,055	3,3
0,041	3,4
0,030	3,5
0,028	3,3
0,036	3,4
0,047	3,5
0,049	3,3
0,046	3,3
0,039	3,5
0,038	3,6
0,039	3,3
0,046	3,4
0,052	3,5
0,055	3,3
0,055	3,4
0,053	3,5
0,053	3,3
0,053	3,4
0,053	3,5
0,053	3,3
0,053	3,4
0,053	3,5
0,053	3,3
0,052	3,3
0,050	3,5
0,047	3,6
0,046	3,3
0,044	3,4
0,042	3,5
0,036	3,3
0,028	3,4
0,024	3,5
0,024	3,3
0,024	3,4
0,024	3,5
0,019	3,3
0,013	3,3
0,005	3,5
0,003	3,6
0,005	3,3
0,011	3,4
0,016	3,5
0,016	3,3
0,013	3,4
0,009	3,5
0,009	3,3
0,011	3,4
0,013	3,5
0,013	3,3
0,009	3,4
0,008	3,5
0,008	3,6
0,008	3,3
0,008	3,4
0,008	3,5
0,006	3,3
0,003	3,4
0,002	3,5
0,000	3,3
0,000	3,4
0,000	3,5
0,000	3,3
0,000	3,4
0,000	3,5
0,002	3,3
0,003	3,3
0,006	3,5
0,008	3,6
0,009	3,3
0,011	3,4
0,011	3,5
0,013	3,3
0,013	3,4
0,014	3,5
0,016	3,3
0,016	3,4
0,016	3,5
0,016	3,4
0,017	3,4
0,017	3,5
0,019	3,6
0,020	3,3
0,020	3,4
0,020	3,6
0,020	3,3
0,022	3,4
0,022	3,5
0,025	3,3
0,028	3,4
0,033	3,5
0,035	3,3
0,038	3,4
0,039	3,5
0,041	3,4
0,044	3,4
0,047	3,5
0,050	3,6
0,052	3,3
0,053	3,4
0,053	3,6
0,055	3,3
0,058	3,4
0,061	3,5
0,063	3,3
0,066	3,4
0,068	3,5
0,069	3,3
0,072	3,4
0,075	3,5
0,079	3,4
0,082	3,4
0,083	3,5
0,086	3,6
0,091	3,3
0,097	3,4
0,105	3,6
0,112	3,3
0,115	3,4
0,115	3,5
0,115	3,3
0,115	3,4
0,118	3,5
0,121	3,4
0,123	3,4
0,124	3,5
0,124	3,6
0,124	3,4
0,124	3,5
0,124	3,6
0,126	3,4
0,127	3,4
